LOTTO GAME	COMBINATIONS	DRAW DATE	JACKPOT	WINNERS
6Digit	8-0-3-5-2-9	12/11/2012	851,156.00	1
Suertres Lotto 11AM	9-7-8	12/11/2012	4,500.00	491
Suertres Lotto 4PM	8-6-4	12/11/2012	4,500.00	226
Suertres Lotto 9PM	5-9-9	12/11/2012	4,500.00	625
EZ2 Lotto 9PM	23-14	12/11/2012	4,000.00	218
Lotto 6/42	12-40-08-21-18-37	12/11/2012	21,694,190.40	0
EZ2 Lotto 11AM	10-24	12/11/2012	4,000.00	222
EZ2 Lotto 4PM	02-18	12/11/2012	4,000.00	192
Megalotto 6/45	23-11-43-36-25-06	12/10/2012	12,280,320.00	0
4Digit	7-2-5-3	12/10/2012	55,106.00	15
Suertres Lotto 11AM	0-2-2	12/10/2012	4,500.00	433
Suertres Lotto 4PM	9-8-3	12/10/2012	4,500.00	259
Suertres Lotto 9PM	4-8-6	12/10/2012	4,500.00	881
EZ2 Lotto 9PM	11-10	12/10/2012	4,000.00	582
EZ2 Lotto 11AM	12-13	12/10/2012	4,000.00	229
EZ2 Lotto 4PM	11-27	12/10/2012	4,000.00	325
Grand Lotto 6/55	21-13-52-25-10-38	12/10/2012	30,000,000.00	0
Superlotto 6/49	04-09-35-16-14-23	12/9/2012	16,000,000.00	0
Suertres Lotto 11AM	9-2-4	12/9/2012	4,500.00	600
Suertres Lotto 4PM	0-1-8	12/9/2012	4,500.00	420
Suertres Lotto 9PM	3-4-2	12/9/2012	4,500.00	583
EZ2 Lotto 9PM	11-24	12/9/2012	4,000.00	559
EZ2 Lotto 11AM	15-30	12/9/2012	4,000.00	166
EZ2 Lotto 4PM	09-02	12/9/2012	4,000.00	196
6Digit	6-2-1-8-1-3	12/8/2012	784,796.34	0
Suertres Lotto 11AM	6-3-4	12/8/2012	4,500.00	289
Suertres Lotto 4PM	9-5-2	12/8/2012	4,500.00	416
Suertres Lotto 9PM	9-0-4	12/8/2012	4,500.00	476
EZ2 Lotto 9PM	07-05	12/8/2012	4,000.00	604
Lotto 6/42	27-40-03-25-32-05	12/8/2012	17,248,888.80	0
EZ2 Lotto 11AM	29-06	12/8/2012	4,000.00	56
EZ2 Lotto 4PM	19-19	12/8/2012	4,000.00	207
Grand Lotto 6/55	11-18-04-36-39-46	12/8/2012	30,000,000.00	0
Megalotto 6/45	10-28-15-29-20-37	12/7/2012	8,349,294.60	0
4Digit	2-8-0-7	12/7/2012	14,993.00	60
Suertres Lotto 11AM	6-0-2	12/7/2012	4,500.00	389
Suertres Lotto 4PM	5-6-9	12/7/2012	4,500.00	541
Suertres Lotto 9PM	7-0-7	12/7/2012	4,500.00	1174
EZ2 Lotto 9PM	30-27	12/7/2012	4,000.00	92
EZ2 Lotto 11AM	03-12	12/7/2012	4,000.00	211
EZ2 Lotto 4PM	07-06	12/7/2012	4,000.00	213
Superlotto 6/49	38-31-17-41-40-18	12/6/2012	16,000,000.00	0
6Digit	5-2-1-6-2-2	12/6/2012	734,796.34	0
Suertres Lotto 11AM	5-4-1	12/6/2012	4,500.00	357
Suertres Lotto 4PM	3-9-2	12/6/2012	4,500.00	375
Suertres Lotto 9PM	2-5-2	12/6/2012	4,500.00	1171
EZ2 Lotto 9PM	19-31	12/6/2012	4,000.00	292
Lotto 6/42	17-40-34-16-21-06	12/6/2012	13,338,414.00	0
EZ2 Lotto 11AM	07-08	12/6/2012	4,000.00	237
EZ2 Lotto 4PM	01-09	12/6/2012	4,000.00	216
Megalotto 6/45	04-09-12-41-38-20	12/5/2012	4,500,000.00	0
4Digit	7-3-2-1	12/5/2012	18,279.00	33
Suertres Lotto 11AM	8-7-1	12/5/2012	4,500.00	572
Suertres Lotto 4PM	6-7-9	12/5/2012	4,500.00	320
Suertres Lotto 9PM	5-7-5	12/5/2012	4,500.00	597
EZ2 Lotto 9PM	25-27	12/5/2012	4,000.00	445
EZ2 Lotto 11AM	01-11	12/5/2012	4,000.00	214
EZ2 Lotto 4PM	11-06	12/5/2012	4,000.00	206
Grand Lotto 6/55	50-49-13-44-43-26	12/5/2012	30,000,000.00	0
Superlotto 6/49	30-01-14-20-41-42	12/4/2012	93,422,923.20	1
6Digit	0-8-7-5-4-1	12/4/2012	684,796.34	0
Suertres Lotto 11AM	8-8-2	12/4/2012	4,500.00	225
Suertres Lotto 4PM	0-5-2	12/4/2012	4,500.00	247
Suertres Lotto 9PM	8-4-5	12/4/2012	4,500.00	533
EZ2 Lotto 9PM	27-02	12/4/2012	4,000.00	225
Lotto 6/42	42-04-39-21-03-40	12/4/2012	9,587,534.40	0
EZ2 Lotto 11AM	12-07	12/4/2012	4,000.00	220
EZ2 Lotto 4PM	01-20	12/4/2012	4,000.00	170
Megalotto 6/45	04-26-18-14-03-09	12/3/2012	8,536,080.60	1
4Digit	8-9-2-9	12/3/2012	10,000.00	53
Suertres Lotto 11AM	1-9-5	12/3/2012	4,500.00	512
Suertres Lotto 4PM	7-6-0	12/3/2012	4,500.00	219
Suertres Lotto 9PM	2-7-1	12/3/2012	4,500.00	963
EZ2 Lotto 9PM	13-31	12/3/2012	4,000.00	492
EZ2 Lotto 11AM	20-12	12/3/2012	4,000.00	196
EZ2 Lotto 4PM	28-19	12/3/2012	4,000.00	90
Grand Lotto 6/55	50-08-29-07-55-01	12/3/2012	30,000,000.00	0
Superlotto 6/49	49-43-37-23-31-44	12/2/2012	86,091,840.00	0
Suertres Lotto 11AM	1-7-1	12/2/2012	4,500.00	513
Suertres Lotto 4PM	0-0-4	12/2/2012	4,500.00	209
Suertres Lotto 9PM	5-0-9	12/2/2012	4,500.00	1009
EZ2 Lotto 9PM	30-31	12/2/2012	4,000.00	581
EZ2 Lotto 11AM	05-29	12/2/2012	4,000.00	189
EZ2 Lotto 4PM	13-03	12/2/2012	4,000.00	111
6Digit	9-4-6-1-0-3	12/1/2012	370,362.82	0
Suertres Lotto 11AM	7-7-5	12/1/2012	4,500.00	186
Suertres Lotto 4PM	1-2-1	12/1/2012	4,500.00	1095
Suertres Lotto 9PM	4-9-2	12/1/2012	4,500.00	654
EZ2 Lotto 9PM	27-14	12/1/2012	4,000.00	119
Lotto 6/42	32-29-17-14-42-15	12/1/2012	6,309,603.00	0
EZ2 Lotto 11AM	05-01	12/1/2012	4,000.00	212
EZ2 Lotto 4PM	08-30	12/1/2012	4,000.00	193
Grand Lotto 6/55	24-09-33-11-43-14	12/1/2012	30,000,000.00	0
Megalotto 6/45	04-23-45-33-35-31	11/30/2012	4,760,460.00	0
4Digit	3-3-9-0	11/30/2012	62,067.00	17
Suertres Lotto 11AM	8-0-4	11/30/2012	4,500.00	617
Suertres Lotto 4PM	7-7-9	11/30/2012	4,500.00	207
Suertres Lotto 9PM	1-0-4	11/30/2012	4,500.00	1170
EZ2 Lotto 9PM	25-01	11/30/2012	4,000.00	554
EZ2 Lotto 11AM	13-04	11/30/2012	4,000.00	98
EZ2 Lotto 4PM	17-18	11/30/2012	4,000.00	86
Superlotto 6/49	18-43-28-47-07-46	11/29/2012	77,119,156.80	0
6Digit	1-3-4-4-7-7	11/29/2012	1,869,292.00	1
Suertres Lotto 11AM	5-5-3	11/29/2012	4,500.00	582
Suertres Lotto 4PM	4-9-1	11/29/2012	4,500.00	500
Suertres Lotto 9PM	1-9-9	11/29/2012	4,500.00	1163
EZ2 Lotto 9PM	28-12	11/29/2012	4,000.00	583
Lotto 6/42	20-12-35-31-23-09	11/29/2012	3,022,579.80	0
EZ2 Lotto 11AM	12-21	11/29/2012	4,000.00	211
EZ2 Lotto 4PM	10-28	11/29/2012	4,000.00	207
Megalotto 6/45	20-22-12-08-14-21	11/28/2012	45,150,082.20	1
4Digit	5-6-0-6	11/28/2012	53,814.00	16
Suertres Lotto 11AM	3-1-0	11/28/2012	4,500.00	521
Suertres Lotto 4PM	1-0-5	11/28/2012	4,500.00	889
Suertres Lotto 9PM	5-3-8	11/28/2012	4,500.00	525
EZ2 Lotto 9PM	20-16	11/28/2012	4,000.00	128
EZ2 Lotto 11AM	13-06	11/28/2012	4,000.00	187
EZ2 Lotto 4PM	04-14	11/28/2012	4,000.00	201
Grand Lotto 6/55	17-50-55-14-29-06	11/28/2012	30,000,000.00	0
Superlotto 6/49	23-41-44-02-04-01	11/27/2012	70,223,644.80	0
6Digit	7-7-0-8-8-3	11/27/2012	1,658,337.48	0
Suertres Lotto 11AM	8-5-3	11/27/2012	4,500.00	645
Suertres Lotto 4PM	7-7-7	11/27/2012	4,500.00	1029
Suertres Lotto 9PM	5-9-4	11/27/2012	4,500.00	321
EZ2 Lotto 9PM	28-25	11/27/2012	4,000.00	462
Lotto 6/42	29-35-21-27-32-01	11/27/2012	9,559,953.00	1
EZ2 Lotto 11AM	20-05	11/27/2012	4,000.00	170
EZ2 Lotto 4PM	12-06	11/27/2012	4,000.00	199
Megalotto 6/45	27-08-02-19-34-26	11/26/2012	40,158,385.20	0
4Digit	9-2-0-5	11/26/2012	48,582.00	15
Suertres Lotto 11AM	1-2-1	11/26/2012	4,500.00	1090
Suertres Lotto 4PM	9-5-6	11/26/2012	4,500.00	268
Suertres Lotto 9PM	9-8-4	11/26/2012	4,500.00	391
EZ2 Lotto 9PM	07-18	11/26/2012	4,000.00	488
EZ2 Lotto 11AM	12-05	11/26/2012	4,000.00	221
EZ2 Lotto 4PM	26-14	11/26/2012	4,000.00	98
Grand Lotto 6/55	28-52-05-04-41-27	11/26/2012	30,000,000.00	1
Superlotto 6/49	36-28-20-21-49-17	11/25/2012	64,150,297.20	0
Suertres Lotto 11AM	3-6-8	11/25/2012	4,500.00	210
Suertres Lotto 4PM	1-1-4	11/25/2012	4,500.00	588
Suertres Lotto 9PM	1-5-2	11/25/2012	4,500.00	978
EZ2 Lotto 9PM	15-02	11/25/2012	4,000.00	285
EZ2 Lotto 11AM	13-13	11/25/2012	4,000.00	248
EZ2 Lotto 4PM	31-11	11/25/2012	4,000.00	43
6Digit	5-6-6-6-8-1	11/24/2012	1,485,579.52	0
Suertres Lotto 11AM	4-6-2	11/24/2012	4,500.00	336
Suertres Lotto 4PM	4-1-5	11/24/2012	4,500.00	586
Suertres Lotto 9PM	4-5-6	11/24/2012	4,500.00	785
EZ2 Lotto 9PM	21-24	11/24/2012	4,000.00	420
Lotto 6/42	35-16-33-39-12-37	11/24/2012	6,172,434.00	0
EZ2 Lotto 11AM	21-18	11/24/2012	4,000.00	95
EZ2 Lotto 4PM	07-30	11/24/2012	4,000.00	165
Grand Lotto 6/55	42-04-27-53-45-54	11/24/2012	30,000,000.00	0
Megalotto 6/45	01-08-13-36-30-27	11/23/2012	35,299,353.60	0
4Digit	7-2-2-1	11/23/2012	14,405.00	37
Suertres Lotto 11AM	4-0-3	11/23/2012	4,500.00	496
Suertres Lotto 4PM	7-8-7	11/23/2012	4,500.00	296
Suertres Lotto 9PM	5-9-4	11/23/2012	4,500.00	672
EZ2 Lotto 9PM	20-04	11/23/2012	4,000.00	482
EZ2 Lotto 11AM	17-05	11/23/2012	4,000.00	95
EZ2 Lotto 4PM	19-19	11/23/2012	4,000.00	221
Superlotto 6/49	10-30-19-17-06-23	11/22/2012	56,472,199.20	0
6Digit	1-7-0-8-4-7	11/22/2012	1,142,023.98	0
Suertres Lotto 11AM	2-4-1	11/22/2012	4,500.00	464
Suertres Lotto 4PM	1-6-2	11/22/2012	4,500.00	369
Suertres Lotto 9PM	3-7-9	11/22/2012	4,500.00	541
EZ2 Lotto 9PM	13-31	11/22/2012	4,000.00	589
Lotto 6/42	12-22-27-33-29-19	11/22/2012	3,000,000.00	0
EZ2 Lotto 11AM	09-29	11/22/2012	4,000.00	177
EZ2 Lotto 4PM	21-16	11/22/2012	4,000.00	96
Megalotto 6/45	13-20-37-45-14-44	11/21/2012	29,565,685.80	0
4Digit	1-5-0-9	11/21/2012	20,457.00	41
Suertres Lotto 11AM	4-0-5	11/21/2012	4,500.00	432
Suertres Lotto 4PM	8-5-8	11/21/2012	4,500.00	453
Suertres Lotto 9PM	6-8-0	11/21/2012	4,500.00	1066
EZ2 Lotto 9PM	21-15	11/21/2012	4,000.00	347
EZ2 Lotto 11AM	30-05	11/21/2012	4,000.00	188
EZ2 Lotto 4PM	31-23	11/21/2012	4,000.00	77
Grand Lotto 6/55	03-19-11-26-25-28	11/21/2012	30,000,000.00	0
Superlotto 6/49	41-42-32-06-22-49	11/20/2012	50,553,601.20	0
6Digit	9-9-0-5-1-4	11/20/2012	974,054.12	0
Suertres Lotto 11AM	5-7-8	11/20/2012	4,500.00	510
Suertres Lotto 4PM	6-7-1	11/20/2012	4,500.00	514
Suertres Lotto 9PM	7-2-0	11/20/2012	4,500.00	983
EZ2 Lotto 9PM	05-03	11/20/2012	4,000.00	599
Lotto 6/42	29-25-07-12-35-39	11/20/2012	3,206,005.20	1
EZ2 Lotto 11AM	31-22	11/20/2012	4,000.00	31
EZ2 Lotto 4PM	23-22	11/20/2012	4,000.00	45
Megalotto 6/45	33-40-25-34-36-22	11/19/2012	25,105,737.60	0
4Digit	2-9-3-7	11/19/2012	23,233.00	37
Suertres Lotto 11AM	2-8-3	11/19/2012	4,500.00	199
Suertres Lotto 4PM	6-5-8	11/19/2012	4,500.00	465
Suertres Lotto 9PM	2-0-4	11/19/2012	4,500.00	565
