Date;Players;Cash;P-R1;W-R1;P-R2;W-R2;P-R3;W-R3;P-R4;W-R4;P-R5;W-R5;P-R6;W-R6;P-R7;W-R7;P-R8;W-R8;P-R9;W-R9;P-R10;W-R10;P-R11;W-R11;P-R12;W-R12;P-R13;W-R13
06-03-2009;1579507;14091512,0000;0;50000000,0000;2;312279,8000;1;60926,2000;23;5157,7000;272;212,2000;386;110,1000;958;72,5000;14662;23,8000;13704;23,4000;19330;16,1000;67165;10,6000;211551;8,1000;0;0,0000
27-02-2009;821041;6143788,0000;0;0,0000;0;575061,1000;1;122394,7000;11;6416,5000;123;308,1000;161;138,6000;378;94,4000;5414;32,2000;5050;26,9000;8112;19,3000;26618;11,4000;79380;9,7000;0;0,0000
20-02-2009;766423;5671768,0000;0;0,0000;1;1011119,5000;0;215204,5000;5;6148,7000;100;278,4000;135;122,3000;295;86,1000;5041;28,5000;4144;27,8000;7707;16,5000;21159;12,5000;79837;8,7000;0;0,0000
13-02-2009;936514;6770196,0000;0;0,0000;1;1104098,9000;0;72305,8000;4;9325,1000;169;253,4000;258;110,8000;337;103,4000;6652;27,7000;4454;33,0000;9841;17,0000;23526;14,0000;87412;9,8000;0;0,0000
06-02-2009;785342;5716740,0000;0;7500000,0000;1;101873,7000;3;23808,3000;53;671,5000;570;38,0000;790;19,0000;442;51,9000;5014;25,1000;5864;18,1000;6770;17,4000;33749;7,8000;66739;9,2000;0;0,0000
30-01-2009;786857;5800700,0000;0;28407448,0000;0;1550236,1000;0;97762,6000;5;8492,8000;63;363,0000;82;176,1000;255;86,9000;3455;36,3000;5022;22,6000;5160;23,5000;32358;8,9000;60759;10,4000;0;0,0000
23-01-2009;765264;5586046,0000;0;0,0000;0;714738,7000;0;202831,2000;6;7625,2000;60;395,0000;101;181,5000;291;94,3000;3673;38,9000;5523;24,6000;5476;23,2000;33572;9,4000;60572;11,3000;0;0,0000
16-01-2009;763042;5589182,0000;0;15000000,0000;0;493037,9000;0;119928,1000;7;4441,7000;110;216,7000;156;101,2000;377;68,9000;5126;25,7000;5838;21,3000;7783;16,0000;29533;9,7000;79304;8,5000;0;0,0000
09-01-2009;879895;6857906,0000;0;57199762,0000;0;298391,2000;2;78630,1000;13;4914,3000;159;218,5000;271;92,3000;418;85,8000;6991;26,1000;5687;27,1000;12105;14,1000;28489;11,9000;92350;8,9000;0;0,0000
02-01-2009;759970;5835244,0000;0;0,0000;0;632112,0000;0;224228,9000;9;7040,1000;85;382,7000;92;180,1000;361;112,2000;4422;39,0000;5136;29,6000;7245;23,2000;27419;11,2000;65283;11,6000;0;0,0000
26-12-2008;746973;5654266,0000;0;0,0000;1;906349,4000;0;154324,3000;6;5010,5000;111;233,5000;161;126,4000;296;85,4000;4722;27,5000;4700;25,3000;6913;18,2000;24193;11,5000;70650;9,2000;0;0,0000
19-12-2008;779756;5717170,0000;0;0,0000;0;356887,0000;0;270076,7000;5;5966,3000;67;370,2000;116;170,8000;326;81,1000;4180;34,3000;5442;20,5000;6036;22,8000;32861;8,1000;67325;9,9000;0;0,0000
12-12-2008;763537;5600554,0000;2;7500000,0000;1;713574,8000;1;90000,4000;18;4254,2000;163;275,5000;238;132,4000;559;71,2000;6041;30,2000;6609;22,0000;8277;20,1000;31735;9,6000;79039;9,4000;0;0,0000
05-12-2008;741508;5467494,0000;0;15000000,0000;0;157576,2000;2;67076,3000;13;2889,1000;91;183,7000;105;104,1000;327;56,9000;4335;24,4000;5771;18,1000;6162;17,2000;31752;8,4000;69688;8,4000;0;0,0000
28-11-2008;772473;5748606,0000;0;28044446,0000;0;377066,0000;1;53502,6000;6;4563,1000;116;210,5000;178;92,6000;352;69,6000;5628;24,6000;5383;21,5000;8640;14,9000;26932;10,3000;74617;8,6000;0;0,0000
21-11-2008;764084;5614100,0000;0;0,0000;0;314384,5000;0;53530,3000;7;5622,9000;83;233,7000;144;108,9000;344;80,6000;4858;26,5000;5353;23,5000;7607;16,0000;28854;10,2000;73648;8,6000;0;0,0000
14-11-2008;765806;5643288,0000;0;15000000,0000;2;222050,8000;2;43115,1000;8;3503,7000;178;147,0000;201;77,1000;367;64,7000;5740;20,5000;4874;22,6000;8217;13,3000;24818;11,0000;79877;7,6000;0;0,0000
07-11-2008;758186;5600210,0000;0;15000000,0000;1;419813,7000;1;49056,1000;7;4727,6000;154;178,5000;268;76,0000;408;72,9000;6549;22,0000;5401;23,3000;9793;13,4000;25847;11,0000;90785;7,6000;0;0,0000
31-10-2008;834583;6309222,0000;0;21415653,0000;1;280367,9000;0;106085,1000;15;3666,5000;185;227,2000;193;125,3000;600;65,5000;5987;28,6000;8208;19,1000;8067;19,3000;42152;8,1000;84376;9,1000;0;0,0000
24-10-2008;812693;6061126,0000;0;0,0000;0;511928,9000;0;435831,4000;7;7686,6000;83;280,4000;146;116,5000;274;90,9000;5057;28,8000;4887;26,4000;8792;15,0000;25964;11,4000;78270;9,0000;0;0,0000
17-10-2008;782985;5774926,0000;0;0,0000;0;593705,7000;0;140403,3000;17;4457,2000;186;209,1000;245;120,3000;550;63,7000;7751;22,6000;5958;21,2000;10603;16,3000;29080;9,8000;86545;8,1000;0;0,0000
10-10-2008;799025;5999044,0000;0;29068081,0000;0;1084414,5000;1;83928,8000;8;5151,8000;112;251,7000;159;101,4000;336;83,3000;4475;30,3000;4901;26,1000;7486;16,1000;27472;11,2000;64948;9,9000;0;0,0000
03-10-2008;795335;5994072,0000;0;0,0000;1;457530,9000;1;56804,9000;7;5501,6000;192;168,8000;224;93,3000;394;81,5000;7977;21,8000;5108;26,8000;10123;15,2000;23937;12,5000;104952;7,6000;0;0,0000
26-09-2008;1678609;15553454,0000;0;0,0000;1;9184504,5000;6;81641,1000;21;6506,2000;297;277,1000;462;121,9000;834;100,6000;14043;30,1000;10700;30,2000;21731;17,8000;58897;12,6000;201032;9,7000;0;0,0000
19-09-2008;810233;5994402,0000;0;0,0000;2;340865,6000;1;108823,6000;8;5922,3000;82;270,7000;128;115,3000;302;91,1000;4722;30,0000;4660;27,4000;7516;16,9000;24893;11,8000;70584;9,6000;0;0,0000
12-09-2008;761602;5654410,0000;0;15000000,0000;0;346165,6000;1;80375,0000;14;3650,3000;125;229,8000;182;108,1000;688;49,1000;6170;26,2000;9234;15,7000;8956;16,1000;44049;7,2000;81234;9,0000;0;0,0000
05-09-2008;1287770;10702726,0000;0;59674853,0000;2;500324,5000;0;108576,0000;16;5965,7000;253;259,5000;376;120,4000;712;74,1000;11014;26,5000;11217;22,1000;16017;16,0000;58137;9,9000;157555;8,4000;0;0,0000
29-08-2008;904771;7303096,0000;0;0,0000;1;473331,6000;1;70696,7000;12;6756,7000;126;329,3000;217;150,4000;401;84,9000;5640;32,6000;7076;22,9000;8318;21,1000;41097;9,1000;90456;9,7000;0;0,0000
22-08-2008;877522;6872848,0000;0;0,0000;1;480634,2000;0;83936,1000;19;2865,4000;187;193,0000;244;109,3000;893;43,5000;8971;22,2000;9757;14,8000;11122;16,6000;43433;7,6000;110705;7,8000;0;0,0000
15-08-2008;673934;5166860,0000;0;0,0000;1;530672,9000;0;150596,3000;8;6205,8000;84;227,1000;162;115,3000;345;75,3000;4848;25,7000;4554;23,7000;6634;17,3000;23109;10,7000;73109;8,2000;0;0,0000
08-08-2008;741509;5497010,0000;0;0,0000;0;280626,3000;0;97334,3000;6;6257,2000;112;264,8000;139;137,4000;282;75,9000;4494;26,0000;4883;22,5000;6759;16,4000;26043;9,9000;66039;8,8000;0;0,0000
01-08-2008;685817;5055118,0000;0;0,0000;0;231444,2000;3;34267,8000;9;3855,9000;119;171,2000;171;87,6000;265;72,0000;4529;24,9000;4321;24,3000;6558;15,8000;22613;11,2000;63560;9,0000;0;0,0000
25-07-2008;654179;4808984,0000;0;0,0000;2;238463,5000;0;46524,5000;19;2937,6000;129;150,6000;172;76,7000;552;47,9000;5723;19,5000;6504;17,1000;7556;13,5000;29293;8,8000;76802;7,3000;0;0,0000
18-07-2008;718612;5251156,0000;0;15000000,0000;0;671085,6000;1;95221,6000;10;6045,8000;123;227,4000;156;116,2000;269;83,7000;4980;25,3000;4513;24,7000;6707;17,7000;22268;11,0000;72986;8,3000;0;0,0000
11-07-2008;728684;5341760,0000;0;15000000,0000;0;178447,5000;0;63300,6000;3;4801,5000;148;174,9000;231;83,6000;404;67,8000;7222;19,8000;5117;23,1000;9797;13,0000;24719;11,2000;88952;7,4000;0;0,0000
04-07-2008;713896;5273796,0000;0;15000000,0000;0;339048,1000;0;256576,9000;25;2630,6000;253;169,3000;310;94,8000;770;41,2000;8410;20,8000;8105;14,1000;9880;15,5000;34156;7,4000;92253;7,4000;0;0,0000
27-06-2008;871524;6795704,0000;0;58278337,0000;0;1151892,7000;1;98066,5000;9;4350,7000;143;252,9000;195;134,8000;463;63,4000;6216;28,0000;6917;18,9000;8226;19,6000;38045;8,2000;87773;8,9000;0;0,0000
20-06-2008;824187;6244232,0000;0;0,0000;0;1547963,8000;0;146429,0000;13;4298,3000;100;292,5000;147;138,4000;476;65,6000;4952;30,8000;7565;18,3000;6863;20,5000;41456;7,5000;79029;9,3000;0;0,0000
13-06-2008;931057;6833220,0000;0;0,0000;0;384056,6000;1;163483,5000;10;5267,9000;152;327,3000;266;145,1000;513;79,7000;5997;34,0000;7049;22,4000;10372;19,3000;35646;9,5000;82242;10,4000;0;0,0000
06-06-2008;743783;5450522,0000;0;0,0000;0;452166,5000;0;59223,4000;13;5444,8000;151;219,5000;228;98,7000;366;81,8000;5674;25,1000;5010;25,7000;8926;14,8000;24690;11,7000;78143;8,4000;0;0,0000
30-05-2008;737212;5414956,0000;0;15000000,0000;3;388510,0000;0;70160,9000;7;4922,0000;100;250,0000;179;96,8000;494;62,8000;5267;26,7000;6912;19,2000;8378;14,8000;35448;8,6000;73635;8,9000;0;0,0000
23-05-2008;758583;5554596,0000;0;3750000,0000;0;109875,3000;1;22272,0000;16;4186,4000;174;175,7000;243;78,1000;379;72,9000;6324;22,3000;4967;24,2000;10125;12,8000;24321;11,4000;80483;8,1000;0;0,0000
16-05-2008;846301;6498880,0000;0;55609411,0000;1;385019,4000;2;65557,3000;6;4981,5000;146;201,9000;242;90,8000;452;70,7000;6055;25,2000;5941;22,8000;9487;14,6000;30906;10,4000;82690;8,8000;0;0,0000
09-05-2008;756227;5688772,0000;0;0,0000;1;440494,4000;0;145839,3000;3;8928,9000;54;371,0000;113;163,3000;252;110,6000;4119;34,6000;3897;30,1000;6100;21,1000;22930;12,4000;70908;9,5000;0;0,0000
02-05-2008;701267;5220226,0000;0;0,0000;1;947429,9000;1;89621,7000;7;6401,5000;66;385,6000;120;160,9000;290;96,5000;3763;37,9000;4257;26,3000;5956;22,2000;24722;10,5000;56147;11,2000;0;0,0000
25-04-2008;753814;5492400,0000;0;0,0000;0;396094,8000;1;131139,5000;7;5252,5000;123;212,1000;198;103,0000;402;74,1000;5312;26,2000;5732;22,8000;8105;15,8000;28206;10,1000;75857;8,7000;0;0,0000
18-04-2008;892947;6907666,0000;0;58367681,0000;0;231553,3000;0;65711,0000;11;3773,7000;171;184,5000;211;92,7000;573;59,2000;7456;22,0000;7962;19,6000;11269;13,9000;38324;9,2000;105682;7,8000;0;0,0000
11-04-2008;792208;5954694,0000;0;0,0000;0;276382,2000;0;85563,0000;7;4025,6000;92;215,0000;138;110,6000;343;64,2000;4482;28,1000;5315;19,6000;6491;19,0000;32712;8,3000;69404;9,1000;0;0,0000
04-04-2008;761755;5598386,0000;0;0,0000;3;334148,3000;0;106679,1000;5;8237,7000;98;300,8000;132;124,6000;318;88,3000;4383;32,2000;5222;25,0000;7667;17,3000;28007;10,7000;69153;9,8000;0;0,0000
28-03-2008;726575;5311130,0000;0;0,0000;0;253782,0000;2;52814,1000;22;2760,3000;218;145,0000;342;69,2000;543;58,6000;7464;20,8000;5775;21,2000;11535;12,7000;26766;10,0000;82381;8,1000;0;0,0000
21-03-2008;753319;5492872,0000;0;15000000,0000;0;295037,9000;1;75354,2000;5;3872,2000;136;200,4000;194;89,7000;433;61,2000;5269;25,9000;5863;20,4000;8908;14,4000;28235;9,5000;69838;9,1000;0;0,0000
14-03-2008;835538;6135638,0000;0;28239959,0000;0;510290,0000;0;78988,3000;11;5854,9000;145;256,0000;225;109,7000;420;74,5000;5226;29,5000;5499;23,4000;8487;16,2000;29282;10,3000;73817;9,5000;0;0,0000
07-03-2008;812362;5912206,0000;0;0,0000;0;483841,4000;2;68653,1000;16;4492,0000;144;223,6000;294;89,2000;432;72,0000;5818;25,6000;5929;23,3000;11212;12,9000;28445;10,8000;78693;9,0000;0;0,0000
29-02-2008;817623;5941462,0000;0;15000000,0000;1;3027516,3000;0;171832,0000;7;7219,8000;104;331,5000;151;166,6000;287;113,8000;4954;36,1000;4551;31,7000;7153;21,9000;25534;12,5000;70386;10,8000;0;0,0000
22-02-2008;848761;6236660,0000;0;28912566,0000;0;536213,4000;0;114126,5000;8;9451,4000;78;301,2000;112;147,8000;245;113,6000;4289;33,7000;3820;33,5000;6540;20,2000;21026;14,4000;70040;10,4000;0;0,0000
15-02-2008;844919;6236448,0000;0;0,0000;0;631360,2000;0;149308,1000;9;6335,5000;84;308,0000;144;139,9000;318;89,0000;4798;31,9000;5323;25,2000;7490;19,2000;29222;10,6000;75133;9,6000;0;0,0000
08-02-2008;1829498;16501728,0000;0;0,0000;1;8662871,2000;4;76319,5000;24;6297,6000;446;265,5000;716;116,3000;977;89,6000;16424;29,8000;13305;27,5000;27800;17,0000;66327;12,0000;215183;9,6000;0;0,0000
01-02-2008;850610;6201244,0000;0;0,0000;2;309432,1000;0;175623,6000;2;6466,2000;93;371,3000;122;169,5000;286;101,6000;4048;37,2000;4712;27,8000;6428;21,7000;27599;11,3000;63663;11,0000;0;0,0000
25-01-2008;1025704;8058254,0000;0;76611580,0000;2;341072,9000;1;39321,3000;15;5952,1000;241;194,0000;406;74,5000;393;94,4000;7951;25,3000;5657;29,3000;12837;13,8000;29949;13,1000;106557;8,9000;0;0,0000
18-01-2008;927511;7142564,0000;0;0,0000;0;350732,5000;0;91237,8000;8;6982,4000;118;309,2000;180;139,0000;377;86,1000;5467;31,7000;6075;24,6000;8187;18,6000;32674;10,8000;80226;9,9000;0;0,0000
11-01-2008;860075;6440240,0000;0;0,0000;0;799925,2000;2;129717,6000;10;5896,2000;116;276,9000;208;130,6000;414;84,0000;5602;31,4000;5840;24,9000;8363;19,4000;31473;10,6000;78510;10,0000;0;0,0000
04-01-2008;734783;5446910,0000;0;0,0000;0;918656,7000;1;156419,9000;14;3800,2000;125;216,7000;147;119,7000;594;49,8000;5601;24,0000;7312;15,4000;7185;17,2000;37033;7,1000;78488;8,0000;0;0,0000
28-12-2007;784115;5777446,0000;0;0,0000;0;895837,7000;1;152534,5000;7;6809,5000;75;350,5000;121;158,3000;265;99,6000;4106;33,2000;4150;28,1000;6035;19,5000;24397;11,4000;63501;9,9000;0;0,0000
21-12-2007;856156;6307658,0000;0;27716872,0000;1;490129,4000;4;59610,3000;17;6082,6000;339;208,5000;501;100,4000;418;91,1000;8773;25,6000;5426;27,6000;12629;17,0000;25478;12,4000;102406;8,3000;0;0,0000
14-12-2007;774608;5614946,0000;0;0,0000;1;909402,2000;1;387110,4000;9;7900,2000;121;265,8000;189;134,3000;303;96,2000;4750;31,0000;4455;28,3000;6767;19,9000;23989;11,5000;69596;9,6000;0;0,0000
07-12-2007;846719;6189492,0000;0;27552424,0000;0;2902747,9000;1;274584,2000;6;7951,2000;104;364,8000;154;173,0000;258;115,3000;4694;38,3000;4512;31,8000;7510;22,1000;25416;12,5000;71710;10,9000;0;0,0000
30-11-2007;777707;5629094,0000;0;0,0000;0;1365675,2000;0;110730,4000;5;6437,8000;138;233,6000;186;110,9000;322;89,0000;5366;28,1000;4591;26,7000;8678;16,3000;23910;11,8000;75540;9,0000;0;0,0000
23-11-2007;843829;6173926,0000;0;27375964,0000;2;476990,2000;0;135362,1000;6;6106,5000;157;252,9000;190;115,4000;403;85,1000;5854;27,6000;5456;25,2000;8872;16,5000;29243;10,8000;80900;9,0000;0;0,0000
16-11-2007;774573;5615314,0000;0;0,0000;0;248016,4000;1;86023,7000;5;4982,0000;120;229,1000;245;84,7000;366;85,2000;6030;27,6000;5134;27,0000;11219;13,8000;24381;12,4000;79997;9,4000;0;0,0000
09-11-2007;798202;5805336,0000;0;7500000,0000;1;228706,6000;0;59910,6000;9;4597,6000;134;175,6000;195;103,8000;356;70,7000;6170;21,8000;5113;22,2000;7702;17,0000;25767;10,3000;86030;7,6000;0;0,0000
02-11-2007;863448;6459918,0000;0;41136124,0000;2;446822,6000;0;55475,4000;3;5660,7000;123;264,1000;166;120,0000;328;93,9000;5602;27,8000;4572;28,7000;8396;17,0000;23490;12,7000;86137;9,0000;0;0,0000
26-10-2007;841929;6156266,0000;0;0,0000;0;972073,3000;0;103447,0000;4;8693,0000;89;339,4000;138;139,2000;296;110,1000;4684;35,0000;4436;31,6000;7865;19,1000;24787;13,2000;72741;10,4000;0;0,0000
19-10-2007;782203;5685730,0000;0;0,0000;1;395784,6000;1;98277,5000;5;7692,9000;110;314,8000;164;152,7000;275;109,9000;5294;31,7000;4080;30,8000;7675;20,5000;21370;12,9000;77441;9,4000;0;0,0000
12-10-2007;837417;6096524,0000;0;7500000,0000;0;708593,3000;1;114907,0000;4;5984,7000;99;266,9000;113;131,2000;273;94,4000;4347;29,5000;4046;30,1000;5773;20,1000;24768;12,4000;66285;10,2000;0;0,0000
05-10-2007;816672;6053760,0000;0;3000000,0000;0;210776,6000;1;33496,3000;18;2861,9000;140;175,1000;199;92,7000;516;53,2000;5559;24,7000;7112;17,6000;7542;17,8000;40201;7,8000;79416;8,4000;0;0,0000
28-09-2007;1811212;17309370,0000;0;0,0000;1;9839058,7000;0;129318,9000;14;6435,6000;259;307,6000;337;160,5000;870;89,1000;14066;30,0000;13664;26,0000;20206;20,7000;74805;11,2000;222240;9,1000;0;0,0000
21-09-2007;867326;6352456,0000;0;27247062,0000;1;404590,4000;0;100464,1000;5;8085,6000;96;345,4000;119;157,7000;271;107,8000;4709;34,8000;4861;30,0000;7534;20,6000;26885;12,4000;77098;10,4000;0;0,0000
14-09-2007;775590;5572540,0000;0;0,0000;0;526366,1000;0;82985,6000;10;4200,6000;150;167,9000;193;78,8000;421;63,5000;6955;20,4000;5676;21,7000;9586;12,8000;25264;10,9000;86660;7,7000;0;0,0000
07-09-2007;764162;5511642,0000;0;15000000,0000;0;448821,8000;0;127368,3000;7;6133,3000;87;330,5000;141;177,5000;506;72,1000;5768;31,8000;7891;17,2000;7557;22,1000;37699;7,0000;81523;8,8000;0;0,0000
31-08-2007;851074;6263498,0000;0;39496528,0000;0;494054,4000;0;210306,9000;8;5615,6000;132;247,1000;153;139,2000;357;79,4000;6551;25,5000;5867;23,8000;8359;19,0000;29401;10,4000;97941;8,1000;0;0,0000
24-08-2007;760743;5523764,0000;0;0,0000;0;900165,1000;0;109479,5000;2;8170,1000;74;329,0000;105;173,0000;255;112,4000;4607;30,3000;3848;29,9000;5965;21,2000;21061;12,7000;76356;8,8000;0;0,0000
17-08-2007;751050;5412576,0000;0;0,0000;0;846632,2000;0;120130,2000;6;10507,0000;78;293,1000;154;138,6000;254;111,9000;5883;29,0000;3981;32,1000;8545;17,7000;19529;13,7000;82940;8,8000;0;0,0000
10-08-2007;804817;6035542,0000;0;52630236,0000;0;444172,5000;2;80212,9000;5;7878,0000;84;353,9000;158;171,0000;450;91,3000;4775;37,3000;6285;24,8000;7104;22,3000;35876;9,3000;71870;11,0000;0;0,0000
03-08-2007;802639;5918068,0000;0;0,0000;0;575982,3000;1;102159,0000;7;7888,7000;115;306,1000;134;135,1000;247;110,6000;4443;34,1000;4198;31,7000;7036;19,3000;23668;13,2000;66315;10,5000;0;0,0000
27-07-2007;712135;5231412,0000;0;0,0000;1;387553,2000;0;384934,6000;6;8086,8000;90;289,3000;145;117,0000;216;106,3000;4401;28,0000;3581;32,0000;6795;16,3000;18538;13,5000;66267;9,1000;0;0,0000
20-07-2007;722744;5261676,0000;0;0,0000;0;376917,1000;0;93592,5000;6;6443,5000;91;250,9000;168;110,7000;300;79,9000;4210;28,1000;4345;24,2000;7275;15,1000;24413;10,6000;62728;9,1000;0;0,0000
13-07-2007;1144572;8508842,0000;0;56945074,0000;1;394207,1000;0;101699,6000;11;5473,0000;124;257,9000;178;118,7000;552;72,6000;7424;26,7000;8464;21,3000;11019;16,7000;43645;9,6000;115847;8,4000;0;0,0000
06-07-2007;885634;6564048,0000;0;0,0000;0;275011,3000;3;57232,0000;16;8400,0000;88;333,7000;166;148,3000;312;118,8000;5712;32,7000;4202;34,0000;8965;18,5000;22491;14,7000;83049;9,7000;0;0,0000
29-06-2007;793785;5821338,0000;0;0,0000;0;210200,1000;0;43081,5000;9;6673,5000;144;201,6000;170;93,8000;318;80,5000;5998;24,7000;4994;24,5000;9024;15,1000;25287;10,8000;83571;8,5000;0;0,0000
22-06-2007;795207;5747034,0000;0;0,0000;0;322741,8000;1;91588,8000;11;4289,8000;84;209,8000;137;115,4000;377;68,4000;5513;22,6000;4867;22,9000;7553;16,9000;25232;10,8000;83455;7,5000;0;0,0000
15-06-2007;792185;5809108,0000;0;26938896,0000;2;212374,5000;0;48968,1000;16;3058,1000;185;152,7000;295;64,2000;494;61,8000;7006;20,5000;5919;22,2000;10527;12,1000;29478;10,4000;83030;8,1000;0;0,0000
08-06-2007;802900;5805242,0000;0;0,0000;0;1298404,0000;2;52638,0000;18;4460,8000;116;248,7000;169;97,8000;406;65,0000;4741;27,4000;6220;20,5000;7982;14,1000;34430;9,0000;68481;9,5000;0;0,0000
01-06-2007;768801;5574304,0000;0;15000000,0000;3;442987,6000;1;125712,7000;7;8689,8000;85;315,0000;112;148,8000;289;100,7000;4261;34,6000;4159;29,2000;6302;20,8000;23754;11,9000;65304;10,5000;0;0,0000
25-05-2007;765468;5535936,0000;0;15000000,0000;0;264448,1000;0;68223,7000;3;6306,3000;76;285,8000;121;121,1000;220;107,3000;3978;32,8000;3494;32,8000;6083;18,1000;19110;14,2000;66632;9,8000;0;0,0000
18-05-2007;780707;5671538,0000;0;15000000,0000;0;1309909,8000;0;123910,3000;4;5966,7000;100;361,9000;146;166,6000;386;75,1000;4488;36,7000;5869;21,6000;6566;21,8000;32192;9,5000;64484;11,2000;0;0,0000
11-05-2007;867887;6539754,0000;0;17782555,0000;0;529655,2000;0;69372,7000;17;3408,3000;151;227,1000;193;95,1000;638;59,1000;6648;26,9000;8176;19,2000;10118;15,5000;41072;8,6000;91886;9,0000;0;0,0000
04-05-2007;865543;6358858,0000;0;0,0000;0;491548,5000;0;139493,5000;7;6163,1000;110;296,7000;133;139,0000;351;88,4000;4534;31,8000;5340;24,4000;6695;20,6000;30601;10,0000;71001;9,6000;0;0,0000
27-04-2007;786428;5720800,0000;0;0,0000;0;130508,2000;2;18518,0000;6;5611,5000;299;158,5000;412;71,8000;335;99,4000;8214;24,1000;4214;30,9000;11747;14,6000;20139;13,5000;87552;8,8000;0;0,0000
20-04-2007;808258;5812798,0000;0;0,0000;0;1318922,5000;1;249525,8000;10;3221,0000;83;262,4000;130;122,1000;449;54,8000;4147;31,3000;6849;17,8000;6207;18,9000;41177;7,3000;64211;10,3000;0;0,0000
13-04-2007;970049;6906910,0000;0;15000000,0000;1;463378,8000;1;102277,3000;11;4033,7000;123;288,3000;185;138,8000;679;56,6000;6032;30,4000;9721;15,9000;8591;20,0000;52916;6,9000;86422;9,6000;0;0,0000
06-04-2007;921263;6641842,0000;0;26945909,0000;0;690622,8000;0;111992,8000;8;7088,1000;118;319,8000;129;153,8000;365;83,3000;5278;30,8000;5763;24,5000;7538;19,5000;31963;10,2000;80387;9,6000;0;0,0000
30-03-2007;847542;6080030,0000;0;0,0000;0;691860,2000;0;112193,5000;3;6303,0000;82;301,8000;128;127,2000;281;105,1000;4589;31,7000;4469;31,5000;7951;17,0000;23931;13,4000;72693;10,0000;0;0,0000
23-03-2007;988237;7238314,0000;0;41023864,0000;0;513550,1000;1;87442,3000;9;5837,2000;161;245,0000;232;111,2000;455;76,0000;7421;26,0000;6595;23,2000;10909;16,7000;32180;10,6000;103063;8,7000;0;0,0000
16-03-2007;893898;6454562,0000;0;0,0000;1;489452,9000;0;208348,2000;8;6400,8000;96;309,0000;135;146,2000;365;84,0000;4278;34,9000;5390;25,2000;6788;20,8000;29864;11,0000;69790;10,4000;0;0,0000
09-03-2007;938889;6715868,0000;0;0,0000;0;728888,6000;0;137897,8000;6;10016,7000;68;412,5000;140;175,4000;329;120,0000;4807;38,4000;4860;30,9000;7698;21,6000;26955;12,7000;77992;10,7000;0;0,0000
02-03-2007;964329;7067774,0000;0;21100851,0000;0;293848,7000;0;61152,3000;13;4713,6000;124;234,3000;164;121,8000;504;66,7000;5776;29,3000;7502;20,7000;8141;19,5000;39897;8,9000;88843;9,5000;0;0,0000
23-02-2007;994071;7159720,0000;0;0,0000;1;203870,4000;0;66755,9000;15;2489,4000;212;165,4000;222;104,2000;733;41,4000;7711;21,3000;10271;14,7000;9287;16,7000;50066;7,3000;104285;7,7000;0;0,0000
16-02-2007;883299;6398844,0000;0;0,0000;0;427057,8000;0;169668,9000;10;6059,6000;108;266,1000;199;129,4000;359;94,7000;5777;28,9000;5203;27,7000;9321;17,2000;25979;12,3000;83933;9,3000;0;0,0000
09-02-2007;1547025;13103828,0000;1;100000000,0000;1;355280,9000;2;51939,1000;16;5417,1000;242;288,2000;396;133,7000;859;74,5000;10241;29,9000;12265;22,5000;16297;17,0000;72179;9,4000;142616;10,4000;0;0,0000
02-02-2007;894725;6468334,0000;0;27173863,0000;0;514292,2000;1;51510,9000;16;4702,9000;155;195,0000;439;44,2000;395;83,7000;5371;29,4000;5815;25,2000;9469;15,6000;31758;10,6000;77453;9,7000;0;0,0000
26-01-2007;773635;5567046,0000;0;0,0000;1;405759,4000;3;67169,6000;10;3643,9000;151;174,5000;274;75,6000;408;74,2000;5340;26,2000;5235;24,1000;9037;14,0000;25580;11,0000;71832;9,1000;0;0,0000
19-01-2007;793443;5716566,0000;0;15000000,0000;1;243352,1000;4;30693,0000;11;3868,8000;276;163,1000;377;70,6000;518;64,1000;7805;23,9000;6121;21,1000;12048;13,5000;29149;9,8000;89008;8,5000;0;0,0000
12-01-2007;821712;5950568,0000;0;15000000,0000;0;380580,0000;2;57601,3000;28;1953,0000;158;143,7000;241;76,1000;762;40,7000;7055;20,6000;8858;14,4000;9432;14,7000;41732;6,9000;92675;7,5000;0;0,0000
05-01-2007;905814;6984264,0000;0;39156078,0000;1;952637,9000;2;77240,9000;8;6835,4000;163;255,4000;210;135,0000;391;89,3000;7110;28,6000;5837;26,5000;9381;19,9000;29823;11,0000;96745;8,9000;0;0,0000
29-12-2006;961310;7373294,0000;0;0,0000;0;522022,5000;0;115221,1000;9;6071,3000;143;229,3000;169;113,5000;405;77,6000;6585;23,7000;6088;23,6000;9855;15,6000;32989;10,9000;102525;7,9000;0;0,0000
22-12-2006;985384;7316226,0000;0;0,0000;0;881182,6000;1;90932,8000;9;6615,4000;157;267,2000;186;134,9000;321;103,3000;6757;27,4000;5205;30,1000;9017;18,5000;27719;12,8000;102116;8,7000;0;0,0000
15-12-2006;993614;7143934,0000;0;0,0000;1;406071,1000;2;57618,2000;27;2913,6000;199;208,0000;306;101,6000;860;51,9000;7570;27,4000;10547;17,2000;11854;16,9000;52403;7,4000;94762;9,8000;0;0,0000
08-12-2006;882199;6261814,0000;0;0,0000;0;1510766,8000;0;214365,5000;4;9422,6000;77;400,7000;126;189,9000;272;117,3000;4238;37,9000;3921;34,4000;6357;22,6000;22102;14,0000;72285;10,5000;0;0,0000
